"Group_Type","Delegation","Honorific","Person_Name","Job_Title","Division","Affiliation","Virtual","Year","Meeting","Location","Female","IGO","NGO","Observer","Party","IO","Delegation_COW","Delegation_ISO"
"Parties","Saudi Arabia","Mr","Khalid Abu-Aleef",NA,NA,"Meteorology and Environmental Protection Administration",0,1992,"INC 5","New York",0,0,0,0,1,0,670,"SAU"
"Parties","Saudi Arabia","Mr","Mohamed Bin Afif",NA,"King Abudaziz University",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,670,"SAU"
"Parties","Saudi Arabia","Mr","Abdul Malik Al-Sheikh",NA,"King Saud University",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,670,"SAU"
"Parties","Saudi Arabia","Mr","Sulaiman Budeir",NA,NA,"Ministry of Foreign Affairs",0,1992,"INC 5","New York",0,0,0,0,1,0,670,"SAU"
"Parties","Saudi Arabia","Mr","Abdullah Al-Moussa",NA,NA,"Ministry of Agriculture and Water",0,1992,"INC 5","New York",0,0,0,0,1,0,670,"SAU"
"Parties","Saudi Arabia","Mr","Abdo Asiri",NA,NA,"Ministry of Agriculture and Water",0,1992,"INC 5","New York",0,0,0,0,1,0,670,"SAU"
"Parties","Senegal","SE M","Kéba Birane Cisse","Ambassador Extraordinary and Plenipotentiary, Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,433,"SEN"
"Parties","Senegal","M","Mame Balla Sy","Minister Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,433,"SEN"
"Parties","Senegal","M","Mansour Seck","Technical advisor to the Ministry of Equipment and the Sea",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,433,"SEN"
"Parties","Senegal","Mme","Maymouna Diop","Advise",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",1,0,0,0,1,0,433,"SEN"
"Parties","Sierra Leone","Mr","H. G. Moore","Director","Meteorological Services",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,451,"SLE"
"Parties","Singapore","HE Mr","Chew Tai Soo","Ambassador Extraordinary and Plenipotentiary Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,830,"SGP"
"Parties","Singapore","Mr","Tham Chiew Kit","Deputy Director",NA,"Ministry of Trade and Industry",0,1992,"INC 5","New York",0,0,0,0,1,0,830,"SGP"
"Parties","Singapore","Mr","Ang Eng Ann","Chief Chemist","Public Utilities Board",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,830,"SGP"
"Parties","Singapore","Mr","Huang Yen San","State Counsel","Attorney-General's Chambers",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,830,"SGP"
"Parties","Singapore","Mr","Bin Chee Kwan","Executive Engineer",NA,"Ministry of the Environment",0,1992,"INC 5","New York",0,0,0,0,1,0,830,"SGP"
"Parties","Solomon Islands","Mr","Mike Ariki","Director of Meteorological Services",NA,"Ministry of Tourism and Aviation",0,1992,"INC 5","New York",0,0,0,0,1,0,940,"SLB"
"Parties","Spain","Sr","José Luis Candela","Head of the Delegation Deputy Director General of Scientific-Technical Cooperation",NA,"Ministry of Foreign Affairs",0,1992,"INC 5","New York",0,0,0,0,1,0,230,"ESP"
"Parties","Spain","Sr","Manuel Bautista","Director",NA,"Instituto Nacional Meteorologia",0,1992,"INC 5","New York",0,0,0,0,1,0,230,"ESP"
"Parties","Spain","Sr","Luis Mas","Deputy Director General","International cooperation","Secretary of State for the Environment",0,1992,"INC 5","New York",0,0,0,0,1,0,230,"ESP"
"Parties","Spain","Sr","Rafael Fernandez Pita","Embassy Counselor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,230,"ESP"
"Parties","Spain","Sra","Maria Cristina Sanz Mendiola","Deputy Director General of Energy Planning",NA,"Ministry of Industry, Commerce and Tourism",0,1992,"INC 5","New York",1,0,0,0,1,0,230,"ESP"
"Parties","Spain","Sr","Luis Balayron",NA,NA,"Instituto Nacional de Meteorologia",0,1992,"INC 5","New York",0,0,0,0,1,0,230,"ESP"
"Parties","Spain","Sr","Ifiigo Ascasibar","Expert","General Directorate Environmental Policy","Minister of Public Works and Transport",0,1992,"INC 5","New York",0,0,0,0,1,0,230,"ESP"
"Parties","Spain","Sr","Luis Hilario Alonso Misares","Section Head","General Subdirectorate of Energy Planning","Ministry of Industry, Commerce and Tourism",0,1992,"INC 5","New York",0,0,0,0,1,0,230,"ESP"
"Parties","Sri Lanka","Mr","K.d. Arudprgasam","Professor of Zoology",NA,"University of Colombo",0,1992,"INC 5","New York",0,0,0,0,1,0,780,"LKA"
"Parties","Sri Lanka","Mr","N. Sikkander","First Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,780,"LKA"
"Parties","Sudan","Mr","El Kidir Fadlalla El Sayem","Deputy Director","Meteorological Department",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,625,"SDN"
"Parties","Swaziland","Ms","Fikile Dlamini","Principal Parliamentary Draftsman in the Attorney-General's Chambers",NA,"Ministry of Justice",0,1992,"INC 5","New York",1,0,0,0,1,0,572,"SWZ"
"Parties","Swaziland","Mr","Simon M. Nkambule",NA,"National Meteorological Services","Ministry of Transport and Communications",0,1992,"INC 5","New York",0,0,0,0,1,0,572,"SWZ"
"Parties","Sweden","HE Mr","Bo Kjellen","Ambassador",NA,"Ministry of the Environment and Natural Resources",0,1992,"INC 5","New York",0,0,0,0,1,0,380,"SWE"
"Parties","Sweden","Ms","Ulla Strom","Deputy Assistant Under-Secretary",NA,"Ministry for Foreign Affairs",0,1992,"INC 5","New York",1,0,0,0,1,0,380,"SWE"
"Parties","Sweden","Ms","Ulla Weigelt","Deputy Assistant Under-Secretary",NA,"Ministry of the Environment and Natural Resources",0,1992,"INC 5","New York",1,0,0,0,1,0,380,"SWE"
"Parties","Sweden","Mr","Thomas Levander","Adviser",NA,"Ministry of the Environment and Natural Resources",0,1992,"INC 5","New York",0,0,0,0,1,0,380,"SWE"
"Parties","Sweden","Mr","Magnus Huss","Head of Section",NA,"Ministry of Finance",0,1992,"INC 5","New York",0,0,0,0,1,0,380,"SWE"
"Parties","Switzerland","M","Wilhelm Schmid","Assistant Director","Federal Office for the Environment, Forests and Landscape",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,225,"CHE"
"Parties","Switzerland","Mme","Pascale Morand Francis","Scientific assistant","Federal Office for the Environment, Forests and Landscape",NA,0,1992,"INC 5","New York",1,0,0,0,1,0,225,"CHE"
"Parties","Switzerland","M","Thomas Litscher","Alternate Head of Section","Directorate of International Organizations","Department of Foreign Affairs",0,1992,"INC 5","New York",0,0,0,0,1,0,225,"CHE"
"Parties","Switzerland","M","Christian Pauletto","Scientific collaborator","Federal Office for Foreign Economic Affairs",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,225,"CHE"
"Parties","Switzerland","M","Martin Beniston","Director",NA,"Swiss Institute for Climate and Global Change",0,1992,"INC 5","New York",0,0,0,0,1,0,225,"CHE"
"Parties","Switzerland","M","Jiirg Minsch","Advise",NA,"University of Economics, Social and Legal Sciences St. Gallen",0,1992,"INC 5","New York",0,0,0,0,1,0,225,"CHE"
"Parties","Syrian Arab Republic","Mr","Ahmad Hallak","Minister Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,652,"SYR"
"Parties","Thailand","HE Mr","Nitya Pibulsonggram","Head of Delegation Ambassador Extraordinary and Plenipotentiary, Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,800,"THA"
"Parties","Thailand","Mr","Karn Chiranond","Counsellor","Department of Treaties and Legal Affairs","Ministry of Foreign Affairs",0,1992,"INC 5","New York",0,0,0,0,1,0,800,"THA"
"Parties","Thailand","Mr","Supat Wangwongwatana","Chief","Industrial Pollution Section Environment Quality Standard Division","Office of the National Environment Board",0,1992,"INC 5","New York",0,0,0,0,1,0,800,"THA"
"Parties","Thailand","Ms","Suchada Kulawat","Second Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",1,0,0,0,1,0,800,"THA"
"Parties","Togo","SE M","Biova-Soumi Pennaneach","Ambassador Extraordinary and Plenipotentiary, Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,461,"TGO"
"Parties","Togo","M","Ayigan-Ayi D’almeida","Minister Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,461,"TGO"
"Parties","Togo","M","Komi Mensah Afeto","Second Advisor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,461,"TGO"
"Parties","Tonga","Mr","Taniela Tukia","Chief Physical Planner",NA,"Ministry of Lands Survey and Natural Resources",0,1992,"INC 5","New York",0,0,0,0,1,0,955,"TON"
"Parties","Trinidad and Tobago","Mr","Lennox Wattley","Acting Business Manager",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,52,"TTO"
"Parties","Trinidad and Tobago","Mr","Evans King","First Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,52,"TTO"
"Parties","Tunisia","SE M","Hamadi Khouini","Ambassador Extraordinary and Plenipotentiary, Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,616,"TUN"
"Parties","Tunisia","SE M","Amor Ardhaoui","Ambassador Deputy Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,616,"TUN"
"Parties","Tunisia","M","Yadh Labbane","Engineer",NA,"National Institute of Meteorology",0,1992,"INC 5","New York",0,0,0,0,1,0,616,"TUN"
"Parties","Turkey","Mr","Fuat Tanlay","Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,640,"TUR"
"Parties","Turkey","Mr","Aydin Sefa Akay","Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,640,"TUR"
"Parties","Turkey","Mr","Hilmi Sabuncu","Environment Expert","Undersecretariat of the State Planning Organization","Prime Ministry",0,1992,"INC 5","New York",0,0,0,0,1,0,640,"TUR"
"Parties","Tuvalu","Mr","Alefaio Semese","Environmental Officer",NA,"Prime Minister's Office",0,1992,"INC 5","New York",0,0,0,0,1,0,947,"TUV"
"Parties","Uganda","HE Mr","Perezi Karukubiro Kamunanwire","Ambassador Extraordinary and Plenipotentiary Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,500,"UGA"
"Parties","Uganda","Mr","Philip Mame Gwage","Assistant Director of Meteorology","(Climatology)","Department of Meteorology",0,1992,"INC 5","New York",0,0,0,0,1,0,500,"UGA"
"Parties","Uganda","Mr","David Etuket","First Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,500,"UGA"
"Parties","Ukraine","Mr","Anatoli G. Kouprian","Second Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,369,"UKR"
"Parties","United Arab Emirates","Mr","Ali Thani Al-Suwaidi","Minister Plenipotentiary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,696,"ARE"
"Parties","United Arab Emirates","Mr","Abdelgadir Elsheikh","Economic Adviser",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,696,"ARE"
"Parties","United Kingdom of Great Britain and Northern Ireland","Mr","David Fisk","Chief Scientist","Department of Environment",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,200,"GBR"
"Parties","United Kingdom of Great Britain and Northern Ireland","Mr","Alan Davis","Head","Global Atmosphere Division","Department of Environment",0,1992,"INC 5","New York",0,0,0,0,1,0,200,"GBR"
"Parties","United Kingdom of Great Britain and Northern Ireland","Mr","Tony Brenton","Adviser","Foreign and Commonwealth Office",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,200,"GBR"
"Parties","United Kingdom of Great Britain and Northern Ireland","Mr","Patrick Szell","Head","International Environmental Law Division","Department of Environment",0,1992,"INC 5","New York",0,0,0,0,1,0,200,"GBR"
"Parties","United Kingdom of Great Britain and Northern Ireland","Mr","John F.r. Martin","Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,200,"GBR"
"Parties","United Kingdom of Great Britain and Northern Ireland","Mr","Mark Hammond","Head","Climate Change International Branch","Department of Environment",0,1992,"INC 5","New York",0,0,0,0,1,0,200,"GBR"
"Parties","United Kingdom of Great Britain and Northern Ireland","Mr","Mark Lowcock","Adviser",NA,"Overseas Development Administration",0,1992,"INC 5","New York",0,0,0,0,1,0,200,"GBR"
"Parties","United Kingdom of Great Britain and Northern Ireland","Mr","John Moss","Adviser",NA,"Department of Energy",0,1992,"INC 5","New York",0,0,0,0,1,0,200,"GBR"
"Parties","United Kingdom of Great Britain and Northern Ireland","Ms","Jill Barrett","Legal Adviser","Foreign and Commonwealth Office",NA,0,1992,"INC 5","New York",1,0,0,0,1,0,200,"GBR"
"Parties","United Republic of Tanzania","HE Mr","Anthony B. Nyakyi","Ambassador Extraordinary and Plenipotentiary Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,510,"TZA"
"Parties","United Republic of Tanzania","Mr","Burhani S. Nyenzi","Senior Meteorologist",NA,"Ministry of Communications and Transport",0,1992,"INC 5","New York",0,0,0,0,1,0,510,"TZA"
"Parties","United Republic of Tanzania","Mr","Frederick E. Mallya","Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,510,"TZA"
"Parties","United States of America","Mr","Robert A. Reinstein","Head of Delegation Deputy Assistant Secretary for Environment","Health and Natural Resources Bureau of Oceans and International Environmental and Scientific Affairs","Department of State",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Daniel A. Reifsnyder","Director","Office of Global Change Bureau of Oceans and International Environmental and Scientific Affairs","Department of State",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Daniel Albritton","Director","Aeronomy Laboratory National Atmospheric and Oceanic Administration","Department of Commerce",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Ms","Susan Biniaz","Assistant Legal Adviser for Oceans","Environment and Science","Office of the Legal Adviser",0,1992,"INC 5","New York",1,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Dennis Tirpak","Director","Global Climate Change Division Policy Planning and Evaluation","Environmental Protection Agency",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Harlan L. Watson","Principal Deputy Assistant Secretary","Office of the Secretary","Department of Interior",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Jonathan B. Wiener","Policy Analyst","Office of Science and Technology Policy","Executive Office of the President",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Edward R. Williams","Director","Environmental Analysis Domestic and International Energy Policy","Department of Energy",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Phillip Barnet",NA,"House Energy and Commerce Committee","House of Representatives",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Richard A. Bradley","Special Assistant for Environment","Office of the Secretary","Department of Energy",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Ms","Christine Dawson",NA,"Office of Under Secretary of Economic and Agricultural Affairs","Department of State",0,1992,"INC 5","New York",1,0,0,0,1,0,2,"USA"
"Parties","United States of America","Ms","Joan E. Donoghue","Attorney","Office of the Legal Adviser","Department of State",0,1992,"INC 5","New York",1,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Jonathan Elkind","Policy Analyst","Council on Environmental Quality","Executive Office of the President",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Daniel Esty","Deputy Assistant Administrator","Office of Policy Planning and Evaluation","Environmental Protection Agency",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Gary R. Evans","Special Assistant for Global Change","Science and Education Office of the Secretary","Department of Agriculture",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Jack Fitzgerald",NA,"Office of Policy Planning and Evaluation","Environmental Protection Agency",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Ms","Stephanie S. Kinney","Deputy Director","Office of Global Change Bureau of Oceans and International Environmental and Scientific Affairs","Department of State",0,1992,"INC 5","New York",1,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Jonathan C. Pershing",NA,"Office of Global Change Bureau of Oceans and International Environmental and Scientific Affairs","Department of State",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Julian R. Spradley","Counsellor","Office of the Under-Secretary National Oceanic and Atmospheric Administration Department of Commerce",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","David B. Finnegan","Counsel","Energy and Commerce Committee","House of Representatives",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Ms","Kathleen Mcginty","Legislative Assistant","Office of Senator Gore","Senate",0,1992,"INC 5","New York",1,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Charlie Moore","Counsel Committee on Merchant Marine and Fisheries",NA,"House of Representatives",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","United States of America","Mr","Greg Wetstone","Staff Member","House Subcommittee on Health and Environment","House of Representatives",0,1992,"INC 5","New York",0,0,0,0,1,0,2,"USA"
"Parties","Uruguay","Sr","William Ehlers","First Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,165,"URY"
"Parties","Vanuatu","HE Mr","Robert F. Van Lierop","Ambassador Extraordinary and Plenipotentiary Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,935,"VUT"
"Parties","Vanuatu","Mr","Bryan Benn","Adviser",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,935,"VUT"
"Parties","Vanuatu","Mr","C. K. Mensah","Adviser",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,935,"VUT"
"Parties","Vanuatu","Mr","James Cameroon","Adviser",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,935,"VUT"
"Parties","Vanuatu","Mr","Jacob Werksman","Adviser",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,935,"VUT"
"Parties","Vanuatu","Ms","Allison Powell","Attache",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",1,0,0,0,1,0,935,"VUT"
"Parties","Venezuela","HE Sr","Jean-Francois Pulvenis","Director de Fronteras Terrestres y Maritimas",NA,"Ministry of Foreign Affairs",0,1992,"INC 5","New York",0,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sr","Anibal Rosales","Director General","ODEPRI Sector","Ministry of the Environment and Renewable Natural Resources",0,1992,"INC 5","New York",0,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sra","Milena Santana-Ramirez","Minister Counselor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",1,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sra","Liliana Schilling","Minister Counselor, Coordinator","Special Unit for the Environment, Directorate of International Economic Affairs","Ministry of Foreign Affairs",0,1992,"INC 5","New York",1,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sra","Imeria Odreman","Minister Counselor","Consultoria Juridica","Ministry of Foreign Affairs",0,1992,"INC 5","New York",1,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sra","Nora Pereira","Head of the Conservation and Rational Use of Energy Division",NA,"Ministry of Energy and Mines",0,1992,"INC 5","New York",1,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sra","Marta Perdomo","Head of Special Projects",NA,"Ministry of the Environment and Renewable Natural Resources",0,1992,"INC 5","New York",1,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sr","Juan Carlos Sanchez","Environmental Programs Advisor",NA,"Venezuelan oil",0,1992,"INC 5","New York",0,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sr","Luis Nino","Second Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,101,"VEN"
"Parties","Venezuela","Sr","Javier Diaz","Second Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,101,"VEN"
"Parties","Viet Nam","Ms","Dinh Hi Minh Huyen","Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",1,0,0,0,1,0,817,"VNM"
"Parties","Viet Nam","Mr","Pham Dinh An","Climate Specialist","General Department of Hydrometeorology",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,817,"VNM"
"Parties","Yemen","HE Mr","Abdalla Saleh Al-Ashtal","Ambassador Extraordinary and Plenipotentiary Permanent Representative to the United Nations New York",NA,NA,0,1992,"INC 5","New York",0,0,0,0,1,0,679,"YEM"
"Parties","Yemen","Mr","Awadh A. Bahamish","Legal Advisor",NA,"Ministry of Transportation and the Environment Protection Council",0,1992,"INC 5","New York",0,0,0,0,1,0,679,"YEM"
"Parties","Yemen","Mr","Ahmed Muthana","First Secretary",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,679,"YEM"
"Parties","Yugoslavia","Ms","Danica Spasova","Deputy Director",NA,"Federal Hydrometeorological Institute",0,1992,"INC 5","New York",1,0,0,0,1,0,345,"YUG"
"Parties","Yugoslavia","Mr","Dragan Zupanjevac","Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,345,"YUG"
"Parties","Democratic Republic of The Congo","Mme","Ekake Eale","Expert","Design office responsible for environmental issues","Ministry of Environment and Nature Conservation",0,1992,"INC 5","New York",1,0,0,0,1,0,490,"COD"
"Parties","Zambia","Ms","Doris K. Mwinga","Senior Parliamentary Draftsman",NA,"Ministry of Legal Affairs",0,1992,"INC 5","New York",1,0,0,0,1,0,551,"ZMB"
"Parties","Zambia","Mr","Albert M. Muchanga","Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,551,"ZMB"
"Parties","Zimbabwe","Mr","C.h. Matarira","Deputy Director","Department of Meteorological Services",NA,0,1992,"INC 5","New York",0,0,0,0,1,0,552,"ZWE"
"Parties","Zimbabwe","Mr","Winston T. Msengezi","Counsellor",NA,"Permanent Mission to the United Nations New York",0,1992,"INC 5","New York",0,0,0,0,1,0,552,"ZWE"
"Specialized agencies and related organizations","Palestine","Mr","Muin Shreim",NA,NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,"PSE"
"Non-governmental organizations","Pan Africanist Congress of Azania","Mr","B. Desai","Advocate",NA,NA,0,1992,"INC 5","New York",0,0,1,0,0,0,NA,NA
"United Nations Secretariat units and bodies","Department of Economic and Social Development","Ms","Dunja Pastizzi-Ferencic",NA,NA,NA,0,1992,"INC 5","New York",1,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","Department of Economic and Social Development","Mr","Lowell Flanders",NA,NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","Department of Economic and Social Development","Mr","Carl Pedersen",NA,NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","Department of Economic and Social Development","Mr","Harris Gleckman",NA,NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","Department of Economic and Social Development","Mr","Goran Fejic",NA,NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","Department of Economic and Social Development","Mr","Dirk Pilari",NA,NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","Department of Economic and Social Development","Ms","Maria Sanchez",NA,NA,NA,0,1992,"INC 5","New York",1,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","United Nations Development Programme (Undp)","Mr","Luis Gomez-Echeverri","Manager","Environment and Natural Resources Management Group",NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","United Nations Development Programme (Undp)","Mr","Frank Pinto","Principal Technical Adviser","Environment and Natural Resources Management Group",NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","United Nations Environment Programme (Unep)","Mr","Noel Brown","Director","Regional Office for North America",NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","United Nations Environment Programme (Unep)","Mr","Alex Alusa","Programme Officer","Global Environment","Monitoring System Programme Activity Centre (GEMS/PAC)",0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","United Nations Environment Programme (Unep)","Mr","O. El Sheikh","Special Assistant to the Executive Director",NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","United Nations Centre for Human Settlements (Habitat)","Mr","Ganti Rao","Director","New York Office",NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","United Nations Conference On Environment and Development (Unced)","Mr","Richard Benedick","Adviser to the Secretary- General of UNCED",NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"United Nations Secretariat units and bodies","United Nations Conference On Environment and Development (Unced)","Mr","Janos Pasztor","Senior Programme Officer","atmosphere, energy","UNCED Information system",0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","Food and Agriculture Organization of The United Nations (Fao)","Mr","Jean S. Camara","Director",NA,"Representative at the United Nations",0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","Food and Agriculture Organization of The United Nations (Fao)","Mr","Frederick H. Weibgen","Senior Liaison Officer",NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","World Bank","Mr","Paatii Ofosu-Amaah","Legal Adviser","Environmental Affairs Legal Department",NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","World Bank","Mr","Ralph Osterwoldt","Counsel","Environmental Affairs Legal Department",NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","World Bank","Mr","Charles Dilava","Counsel","Environmental Affairs Legal Department",NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","World Bank","Mr","Mohamed T. El-Ashry","Director","Environment Department",NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","World Bank","Mr","Ian Johnson","Administrator",NA,"Global Environment Facility",0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","World Bank","Mr","Joseph Gilling","Climate Change Representative",NA,"Global Environment Facility",0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
"Specialized agencies and related organizations","World Meteorological Organization (Wmo)","Mr","Martin Yerg","Special Adviser to the Secretary - General for Environmental Matters",NA,NA,0,1992,"INC 5","New York",0,0,0,0,0,1,NA,NA
